id_img,label
15562,angry
15637,happy
15644,neutral
15654,surprise
15699,neutral
157,angry
15709,happy
15712,angry
15715,fear
15725,neutral
1575,angry
15771,happy
1582,surprise
15820,neutral
15821,neutral
15835,sad
1584,angry
15848,sad
15897,sad
15919,angry
15941,angry
15954,sad
15979,sad
16033,neutral
16102,happy
16169,sad
16222,sad
16233,sad
16287,happy
16292,angry
16380,angry
16406,angry
16410,angry
16413,neutral
16428,neutral
16506,sad
16510,surprise
16557,neutral
16565,neutral
16643,sad
16659,sad
16681,angry
16711,happy
1672,neutral
16764,sad
16768,angry
16783,neutral
16792,angry
16875,happy
16999,sad
17024,angry
17053,neutral
17085,happy
17099,sad
17167,sad
1717,angry
17170,neutral
17186,angry
17209,happy
17211,happy
17228,neutral
17259,sad
17316,angry
17344,sad
1736,angry
17371,neutral
17413,sad
17428,happy
17445,sad
17452,sad
17502,sad
17536,angry
17647,disgust
17700,sad
17705,surprise
17731,angry
17735,happy
17736,angry
17752,sad
17787,sad
17910,sad
17939,angry
18001,neutral
18050,angry
18140,neutral
18142,fear
18161,surprise
18166,surprise
18183,angry
18200,angry
18247,sad
1825,angry
18254,sad
18284,angry
18376,angry
18380,sad
1841,happy
18415,sad
18445,happy
18459,surprise
18466,happy
18492,happy
18534,sad
18565,angry
18566,sad
18588,angry
18593,fear
18602,happy
18617,neutral
18633,angry
18695,angry
18715,angry
18779,happy
1880,fear
18810,neutral
18837,neutral
18882,angry
18903,sad
18949,neutral
18983,sad
1899,neutral
18994,angry
19014,angry
19060,sad
19067,neutral
1908,angry
19093,happy
19108,fear
19114,neutral
19115,angry
19140,sad
19152,happy
19268,neutral
19292,neutral
19309,sad
19392,sad
19476,disgust
19477,fear
19485,angry
1966,happy
19664,neutral
19732,angry
19811,sad
1983,sad
19832,sad
19877,neutral
19906,sad
19923,happy
1994,happy
19950,sad
19961,surprise
2006,neutral
20222,angry
20227,neutral
20287,surprise
20290,angry
20298,surprise
20303,sad
20312,surprise
20328,sad
20353,happy
20374,sad
20451,surprise
2050,angry
20505,sad
20532,angry
2055,sad
20629,angry
20630,neutral
20635,angry
20640,neutral
20653,angry
20673,angry
20686,angry
20736,angry
20739,neutral
20796,happy
20817,surprise
20849,sad
21068,angry
21099,sad
21111,neutral
21131,surprise
21135,angry
21161,angry
2117,surprise
21173,disgust
21284,sad
21371,happy
21374,sad
2142,sad
21447,fear
21472,angry
21511,sad
21512,angry
21520,surprise
21541,sad
21573,fear
21670,sad
21703,angry
21723,surprise
21782,sad
21836,angry
21865,sad
21916,sad
21921,sad
21922,happy
2194,sad
22089,angry
22183,neutral
22184,angry
22198,happy
2225,sad
22309,sad
22334,sad
22375,happy
22516,angry
22695,angry
22733,angry
22739,angry
22789,neutral
22807,neutral
22810,neutral
22832,happy
2290,sad
22990,angry
23,sad
23008,fear
23041,neutral
23059,sad
23085,angry
23164,neutral
23194,angry
23215,neutral
23230,neutral
23246,angry
23327,sad
23404,happy
23468,happy
23473,sad
23488,angry
23521,neutral
23532,angry
23749,neutral
23780,sad
23783,happy
23814,angry
23847,angry
23886,sad
24067,sad
2407,neutral
24071,angry
24176,disgust
24184,angry
24252,sad
24378,sad
24412,sad
24428,angry
24435,happy
24437,sad
24441,sad
24466,happy
24490,angry
245,neutral
24501,sad
24542,sad
24660,sad
24678,angry
24711,neutral
24789,happy
24797,surprise
24819,angry
24821,neutral
2484,angry
2486,sad
2487,angry
24886,sad
249,sad
24959,surprise
24967,fear
2498,sad
24992,sad
25082,sad
25088,angry
251,neutral
25101,fear
2511,angry
25131,sad
25144,angry
25209,angry
25255,angry
25343,happy
25360,neutral
25435,angry
25528,angry
25542,happy
2557,angry
2558,happy
25612,angry
25681,neutral
25688,sad
25778,happy
25795,neutral
2581,neutral
25811,sad
25813,angry
25844,neutral
25874,sad
25876,angry
25886,angry
25891,neutral
259,sad
25944,sad
25973,neutral
26025,neutral
26038,sad
26059,angry
26121,neutral
26124,happy
26137,happy
26163,happy
26175,neutral
26177,angry
26181,angry
26185,happy
26248,happy
26264,sad
26267,sad
26337,happy
26344,angry
26437,sad
26446,neutral
26462,neutral
26572,sad
26597,happy
26618,neutral
26620,sad
2668,angry
26725,angry
26789,sad
26845,neutral
26860,sad
26886,neutral
26899,angry
26900,angry
26919,angry
26928,sad
26956,happy
27016,happy
27022,angry
27054,happy
2709,neutral
2712,angry
27284,neutral
27296,angry
27385,angry
27413,neutral
27464,angry
27483,neutral
27544,angry
2762,angry
27652,angry
2770,angry
27704,happy
27715,fear
27726,happy
27744,neutral
27770,angry
27777,neutral
27798,sad
27828,happy
2791,happy
27967,sad
27982,sad
28015,sad
28058,angry
28062,neutral
28120,happy
28144,neutral
28148,angry
28149,neutral
28207,angry
28248,sad
28288,angry
28300,angry
28401,happy
28438,happy
28498,sad
28509,angry
28543,sad
28547,angry
28560,disgust
28585,angry
28614,angry
28618,happy
28620,neutral
28660,happy
28707,fear
28720,angry
28731,sad
28737,surprise
28743,sad
28749,angry
28800,surprise
28840,neutral
28867,angry
28884,neutral
2890,sad
28932,sad
28952,angry
29085,angry
29119,angry
29132,sad
29202,happy
29266,surprise
29319,surprise
2933,angry
29414,sad
29471,surprise
29477,neutral
29493,angry
29523,angry
29527,sad
29554,sad
29571,angry
29581,angry
29588,surprise
29614,happy
29669,happy
29685,sad
29730,happy
298,angry
29818,angry
29866,sad
29929,sad
29931,surprise
29947,angry
29977,angry
29980,sad
30002,happy
30004,sad
30015,happy
30024,angry
30058,angry
30059,sad
30082,neutral
30085,sad
30171,angry
3021,angry
30260,neutral
30273,sad
30290,neutral
30305,angry
30320,neutral
30325,fear
30394,angry
30415,neutral
30420,surprise
30456,neutral
30458,sad
30460,angry
30490,neutral
30509,happy
30535,fear
30563,neutral
30584,surprise
30619,fear
30901,happy
30933,sad
30944,happy
3099,fear
31033,angry
31042,angry
31081,sad
31083,neutral
31138,fear
31142,happy
31203,angry
3121,angry
3137,angry
31491,happy
31529,happy
31544,angry
31609,sad
31635,neutral
31693,sad
31703,sad
3176,sad
31849,surprise
3186,angry
31873,angry
3188,happy
31928,happy
32023,sad
32024,sad
32153,happy
32161,angry
32223,sad
32231,angry
3226,angry
32278,sad
32281,neutral
32298,angry
32336,surprise
32352,sad
32367,fear
32454,sad
32464,sad
32473,fear
3248,angry
32481,happy
32506,sad
32512,angry
32575,sad
32584,sad
32617,neutral
32662,happy
32755,angry
32777,angry
33015,angry
3303,sad
33105,angry
33131,angry
33221,happy
3327,sad
33301,happy
33308,angry
3334,sad
33352,angry
33444,neutral
33450,neutral
33459,neutral
33494,angry
33560,neutral
33573,neutral
33633,sad
33666,neutral
3370,angry
33729,angry
3377,sad
338,angry
33809,angry
33829,angry
33890,neutral
33924,happy
33926,angry
3393,sad
33935,sad
33977,happy
33987,sad
33998,fear
34036,happy
34040,sad
3412,angry
34138,angry
34151,disgust
34175,neutral
34178,surprise
34184,angry
34238,happy
34259,sad
34352,sad
34359,surprise
34363,neutral
34448,sad
34474,angry
3449,angry
34507,sad
34581,angry
34592,fear
34596,sad
34620,surprise
3467,fear
34714,sad
34778,sad
34879,surprise
35009,angry
35010,sad
35028,sad
35041,fear
35059,angry
35145,angry
35149,neutral
35162,angry
35210,angry
3522,sad
35261,fear
35298,happy
35407,angry
35425,sad
35439,angry
35447,neutral
35514,happy
3558,angry
3564,angry
35669,sad
35681,surprise
35682,sad
35731,angry
35753,sad
35805,sad
35809,sad
35820,neutral
35828,neutral
35881,sad
35884,neutral
3599,sad
3632,sad
377,sad
38,angry
3802,angry
3819,sad
3839,happy
3862,neutral
3870,happy
3913,sad
4015,neutral
404,surprise
4060,neutral
4077,angry
4100,sad
4196,sad
4229,happy
4306,angry
4317,neutral
4324,angry
4349,angry
4384,angry
4396,surprise
4397,sad
4459,angry
4468,happy
4502,happy
4579,neutral
4616,angry
4637,neutral
4660,sad
4665,angry
4670,sad
4700,neutral
4751,fear
4807,surprise
4878,sad
4937,sad
5010,angry
5060,neutral
5064,sad
521,angry
5220,surprise
5233,angry
5244,sad
5259,sad
5312,sad
5317,fear
5400,angry
5422,surprise
5432,sad
5434,fear
5459,fear
5519,angry
5564,surprise
5570,angry
5582,sad
5607,sad
5610,neutral
5637,happy
5732,angry
5739,neutral
5780,angry
5810,angry
5822,angry
5859,happy
5883,angry
5888,surprise
589,happy
5902,fear
5962,happy
6009,surprise
6017,sad
6075,angry
608,sad
6088,sad
6119,angry
6129,angry
6155,neutral
6225,happy
6232,neutral
624,sad
6274,angry
6278,happy
6283,disgust
6321,sad
633,sad
6347,happy
6364,sad
6365,sad
6375,angry
6390,sad
6420,angry
6426,happy
6471,surprise
6484,angry
65,sad
654,happy
6547,sad
6555,neutral
6561,angry
6566,neutral
6580,angry
6581,angry
6584,surprise
6618,angry
6621,sad
665,sad
6652,happy
6726,angry
6739,angry
6745,sad
676,neutral
6766,angry
6809,happy
6890,neutral
6923,angry
6955,angry
6965,neutral
7015,fear
7056,angry
7103,neutral
7136,happy
7174,neutral
7219,neutral
7257,angry
7261,neutral
727,sad
7284,sad
7291,angry
7409,angry
7492,sad
7550,fear
7559,surprise
7589,happy
764,neutral
7655,disgust
7668,neutral
7729,angry
7777,angry
7793,angry
7811,sad
7886,neutral
7919,sad
7937,neutral
7979,surprise
8000,angry
8001,angry
8052,angry
8096,sad
8103,neutral
8130,angry
8151,angry
816,happy
8267,neutral
8275,angry
8299,angry
8402,neutral
842,sad
854,angry
8555,neutral
8581,sad
8593,sad
861,surprise
8661,sad
8685,angry
8719,fear
8734,happy
8902,angry
8916,neutral
8969,neutral
9012,angry
9059,neutral
9100,angry
9156,surprise
9266,surprise
9293,sad
9331,angry
9400,angry
9567,surprise
9615,angry
966,angry
9691,neutral
9698,neutral
9715,angry
9748,sad
9785,surprise
9802,neutral
9811,neutral
9862,angry
9884,sad
9931,angry
10053,sad
10435,sad
10532,neutral
1115,sad
11222,disgust
11529,disgust
11639,disgust
12417,disgust
12753,sad
13372,angry
13597,sad
13652,angry
13847,surprise
14041,surprise
14869,sad
14954,neutral
14958,neutral
15110,sad
16021,happy
16054,sad
16121,disgust
16264,angry
16718,disgust
17260,angry
18077,neutral
1843,sad
18464,happy
18716,sad
19649,sad
19734,sad
19770,sad
19801,angry
19831,sad
20761,angry
21744,neutral
21765,angry
21851,fear
22320,sad
2275,sad
23141,happy
23153,sad
23665,angry
23876,happy
24578,fear
25267,angry
25538,happy
25541,happy
26859,happy
2732,sad
2742,sad
28332,sad
28390,surprise
28710,sad
28987,angry
29158,neutral
29269,sad
30347,angry
30428,disgust
30499,sad
30601,angry
30719,neutral
30761,sad
30907,neutral
3101,happy
31232,happy
31323,neutral
31796,sad
31828,fear
32487,fear
32681,sad
33209,angry
33284,fear
33561,disgust
33670,angry
33995,angry
34022,angry
34432,fear
34505,angry
34519,angry
3521,fear
35376,fear
35580,disgust
3690,fear
3778,angry
4002,sad
4004,sad
4265,fear
4312,angry
4481,happy
4737,sad
5085,angry
533,fear
573,sad
6231,angry
6926,sad
7068,angry
7192,angry
7405,fear
7455,happy
7592,sad
7835,disgust
807,sad
8415,sad
8585,sad
8726,neutral
8893,sad
8948,sad
9043,sad
9297,angry
9460,sad
9504,sad
10029,surprise
10043,fear
10044,happy
1008,sad
10099,neutral
101,surprise
10189,fear
10263,neutral
10267,fear
10278,angry
10292,neutral
10355,fear
10409,happy
10437,neutral
10443,sad
10445,sad
10458,fear
10489,surprise
10493,fear
10534,surprise
1075,fear
10758,sad
1079,sad
10797,fear
10832,neutral
10933,angry
10944,surprise
10968,neutral
10979,neutral
11030,happy
11036,happy
11039,neutral
11054,neutral
11057,neutral
11104,sad
11112,fear
11137,surprise
11143,neutral
11146,sad
1116,sad
1128,surprise
1133,neutral
11353,angry
11360,happy
1137,neutral
11381,happy
11412,angry
11416,sad
11471,surprise
11536,neutral
1154,sad
11559,happy
11587,neutral
11653,surprise
11682,surprise
11687,neutral
1169,neutral
11704,fear
11706,neutral
11727,sad
11729,sad
11747,neutral
11754,neutral
11774,sad
11816,neutral
11855,happy
11904,sad
1193,surprise
11944,surprise
11968,surprise
11999,sad
12063,neutral
12125,sad
12255,happy
12259,happy
12313,surprise
12334,angry
12350,surprise
12383,happy
12431,neutral
12440,neutral
12472,neutral
12496,sad
12527,fear
12578,happy
12592,surprise
12634,angry
12674,sad
12676,angry
12698,surprise
12712,neutral
12737,surprise
12809,sad
12891,sad
12948,surprise
12986,fear
12988,sad
13067,sad
13071,surprise
131,sad
13114,sad
13121,neutral
13152,fear
13179,sad
13233,neutral
1325,neutral
13250,angry
13252,surprise
13301,happy
13306,angry
13308,sad
13310,angry
13362,sad
13394,happy
13405,sad
1343,angry
13482,neutral
13486,happy
13518,fear
13549,surprise
13561,surprise
13585,sad
13587,neutral
13593,surprise
13596,happy
13638,sad
13664,surprise
1367,fear
13683,sad
13694,fear
13798,fear
13855,neutral
1389,sad
13899,sad
13913,sad
13921,sad
13928,neutral
13933,fear
13939,surprise
13965,angry
13971,neutral
1401,neutral
14011,surprise
14033,neutral
14037,neutral
14044,happy
14057,sad
14082,fear
1410,surprise
14114,angry
14117,sad
14268,fear
1429,sad
14306,sad
1441,sad
14444,neutral
14452,fear
14509,fear
14529,fear
14551,happy
14605,sad
14620,angry
14637,fear
1465,angry
14722,fear
1474,fear
14744,happy
14747,happy
14786,sad
14789,fear
148,neutral
1485,surprise
14891,fear
14987,sad
15001,happy
15012,sad
15040,neutral
1506,neutral
15088,sad
15134,fear
15191,fear
15198,fear
15260,surprise
15268,sad
15279,sad
15280,sad
1534,happy
15503,angry
15539,neutral
15544,surprise
15578,fear
15615,surprise
15622,angry
15663,sad
15668,fear
15678,angry
1576,sad
15778,surprise
15859,angry
15870,neutral
15881,surprise
15921,sad
15950,angry
15984,happy
1599,neutral
15999,sad
16039,fear
1606,sad
16071,neutral
16113,sad
16134,fear
16226,sad
16277,fear
16318,fear
16330,fear
16346,surprise
16374,surprise
16395,sad
16429,sad
16440,surprise
16450,happy
16486,happy
16489,sad
16501,neutral
16503,sad
16523,fear
16539,sad
1654,happy
16559,sad
1657,surprise
1660,fear
16609,sad
16632,angry
16674,surprise
16775,surprise
16788,fear
16802,sad
16811,neutral
16830,angry
16915,sad
16930,sad
16954,neutral
16977,happy
16990,sad
17105,sad
17107,angry
17114,fear
17180,fear
17191,fear
17213,fear
17217,fear
1722,surprise
17236,neutral
1727,happy
17314,sad
17334,surprise
17369,neutral
17449,sad
17479,angry
17503,sad
17550,sad
17558,sad
1756,fear
17587,sad
17631,angry
17668,fear
17685,neutral
17707,sad
17710,fear
17762,neutral
17816,happy
17831,neutral
17834,happy
17901,happy
17930,surprise
17932,sad
17934,sad
1796,sad
1799,sad
18006,angry
18010,angry
18068,neutral
18073,surprise
18104,surprise
18106,angry
18108,surprise
18117,angry
18148,neutral
18203,sad
18291,happy
18299,happy
18309,happy
18317,sad
18325,sad
18336,fear
18364,neutral
1838,fear
18404,happy
18513,angry
18517,happy
18523,sad
18527,fear
18542,disgust
18569,surprise
1857,sad
18574,happy
18641,happy
18713,sad
1873,surprise
18753,happy
18757,angry
18763,neutral
18905,fear
18908,fear
18911,surprise
18960,sad
18974,angry
18976,fear
18984,fear
19000,sad
19020,surprise
19064,fear
19089,fear
19119,neutral
19188,sad
19216,sad
19226,neutral
19235,fear
19252,neutral
1929,angry
19349,sad
1939,neutral
19454,neutral
19473,sad
19497,fear
19559,angry
19599,sad
19612,sad
19644,fear
19682,sad
19740,surprise
19754,sad
19810,sad
19841,fear
1986,fear
19888,fear
19896,neutral
19897,neutral
19995,fear
200,sad
20037,fear
20058,fear
20062,happy
20083,fear
20135,fear
20194,surprise
20214,sad
20265,happy
20337,neutral
20411,neutral
20424,angry
20450,surprise
20461,fear
2047,sad
20476,angry
20495,sad
20508,sad
20526,fear
20579,fear
20598,angry
20617,neutral
20715,sad
20831,sad
20843,fear
20851,sad
20897,sad
20970,sad
2098,angry
21,fear
21070,happy
21101,sad
21102,surprise
21227,surprise
21230,sad
21250,sad
21269,happy
21280,neutral
21352,sad
21360,surprise
21387,sad
21420,surprise
21464,surprise
21499,happy
21500,fear
21556,surprise
21559,neutral
21598,surprise
21615,sad
21654,fear
21686,angry
21697,happy
2178,surprise
21833,surprise
21858,neutral
21877,sad
21946,surprise
21967,neutral
22050,surprise
22074,surprise
22102,sad
22130,fear
22166,fear
2226,sad
22326,surprise
22349,happy
224,surprise
22458,angry
22485,sad
22520,surprise
22607,neutral
22640,sad
22662,sad
22756,neutral
22791,angry
22827,surprise
22839,surprise
22840,surprise
22917,neutral
22944,angry
22988,sad
22997,happy
23038,sad
23083,sad
23100,surprise
23126,fear
23142,sad
23184,happy
23192,sad
23209,surprise
23260,fear
23305,surprise
23332,sad
23362,neutral
23368,fear
23389,fear
23403,sad
23427,happy
23447,angry
23463,neutral
23477,sad
23517,happy
23540,surprise
23561,sad
23566,surprise
2357,sad
23718,surprise
23731,sad
23767,fear
23778,sad
2378,fear
23791,sad
2391,sad
24016,sad
24035,neutral
24088,fear
24089,fear
24131,neutral
2416,sad
24165,neutral
24185,angry
24213,fear
24220,neutral
2426,surprise
24452,angry
24479,sad
24482,surprise
24539,sad
24554,happy
24562,neutral
24579,happy
24621,fear
24625,happy
24694,angry
24721,sad
24753,sad
24763,fear
24778,happy
24822,sad
24880,fear
24948,happy
24963,sad
24978,sad
24991,sad
25045,angry
25046,fear
25061,angry
25074,angry
25108,surprise
25109,sad
25133,sad
25162,surprise
25191,neutral
25202,sad
25220,sad
25242,sad
25247,sad
25298,happy
25306,neutral
25327,sad
25359,sad
25439,angry
25481,sad
25496,neutral
25555,fear
25570,surprise
25577,sad
25590,sad
25605,sad
25621,sad
25638,sad
25647,fear
25710,fear
258,sad
25820,fear
25914,sad
2592,sad
2593,happy
26082,sad
26091,happy
26097,sad
26131,neutral
26210,sad
26250,surprise
26275,happy
26283,sad
26363,sad
26377,fear
26385,sad
26394,sad
264,fear
26402,sad
26409,surprise
2641,fear
26454,surprise
26469,surprise
2651,sad
2657,neutral
26582,happy
26726,sad
2681,sad
26842,neutral
26895,neutral
26916,surprise
26927,fear
26973,fear
26980,sad
270,happy
27006,disgust
27077,happy
27094,neutral
27098,surprise
27103,fear
27145,angry
27300,surprise
27308,neutral
27359,sad
27363,fear
27369,sad
27488,sad
27503,angry
27509,happy
27591,sad
27635,sad
27709,neutral
27764,neutral
27772,sad
27806,sad
27846,fear
27868,sad
27889,fear
2789,sad
27899,neutral
27910,neutral
27937,neutral
28050,angry
28101,angry
28189,neutral
28210,sad
28243,sad
28267,happy
28308,sad
28331,happy
28417,angry
28453,surprise
28503,fear
28515,fear
28548,fear
2858,neutral
2860,neutral
28627,disgust
28701,neutral
28704,surprise
28724,fear
28729,sad
28734,neutral
28859,happy
29005,sad
29026,happy
29027,fear
29043,fear
2906,sad
29068,fear
29126,happy
29152,sad
29219,sad
2927,neutral
29284,fear
29285,fear
29291,happy
29315,fear
29327,sad
29349,surprise
29389,fear
29478,happy
29528,fear
29536,sad
29603,surprise
29629,sad
29674,angry
297,happy
29701,fear
29709,surprise
29713,neutral
29720,sad
29731,angry
29733,sad
29735,neutral
29738,neutral
29795,happy
29869,sad
2987,happy
29871,sad
2988,fear
29892,sad
29912,fear
29924,sad
29990,sad
3000,surprise
30062,happy
30074,sad
30196,neutral
30206,sad
30237,fear
30253,sad
30316,neutral
30333,neutral
3036,angry
30482,happy
30564,sad
3057,sad
30594,surprise
30638,sad
30735,surprise
30774,fear
30798,neutral
3087,sad
30936,neutral
31007,neutral
31105,angry
31107,happy
31116,fear
3112,happy
31130,neutral
31157,happy
31159,surprise
31188,fear
3124,sad
31286,fear
31330,surprise
31341,sad
31357,surprise
31375,angry
31395,sad
31398,surprise
314,fear
31421,sad
31461,sad
31526,sad
31535,angry
31569,surprise
31625,surprise
31638,sad
31655,sad
3170,surprise
31738,neutral
31782,fear
31821,fear
31855,fear
31860,fear
31866,happy
31903,surprise
31916,fear
31940,happy
31954,sad
31973,sad
31979,neutral
32076,neutral
32097,sad
32103,angry
32180,neutral
32279,fear
32323,surprise
32349,surprise
32351,happy
32438,sad
32461,neutral
32463,neutral
32485,sad
32507,angry
32551,sad
32569,fear
32619,neutral
32623,angry
32642,sad
32682,angry
32688,sad
3269,surprise
32692,sad
32696,surprise
32758,sad
32766,neutral
32799,fear
32829,sad
32876,neutral
32879,sad
32889,angry
32931,angry
32940,surprise
32941,neutral
32946,sad
3296,sad
3297,sad
32996,neutral
33007,happy
33051,sad
33097,fear
3314,fear
33215,fear
33258,sad
33299,fear
33358,fear
33390,sad
33410,surprise
33419,surprise
33440,surprise
33490,neutral
33519,sad
33535,neutral
33548,sad
33559,neutral
33587,sad
33608,sad
33617,sad
33644,happy
33673,surprise
33674,neutral
33701,fear
33718,happy
33806,sad
33855,sad
3391,angry
33919,fear
33940,happy
340,sad
3402,sad
34024,surprise
34063,neutral
3409,sad
34097,sad
341,sad
34100,surprise
34117,neutral
34120,happy
34143,neutral
34201,angry
34277,happy
34325,fear
34356,angry
34382,sad
34396,happy
34415,neutral
34462,fear
34465,disgust
34522,happy
34545,sad
34613,sad
34656,happy
34659,fear
34675,fear
3472,neutral
34730,sad
34755,surprise
34878,surprise
34897,sad
34968,sad
34972,fear
35022,fear
35120,sad
35151,sad
35202,fear
35207,fear
35230,surprise
35238,surprise
35250,sad
35257,sad
35279,sad
35322,sad
35334,sad
35362,angry
35363,happy
35394,neutral
35410,neutral
35427,fear
35453,fear
35541,fear
35592,fear
35629,fear
3565,surprise
35697,surprise
35709,angry
3584,neutral
35851,neutral
3601,neutral
3645,sad
365,angry
3709,surprise
3714,sad
3719,fear
3722,surprise
3736,neutral
3739,sad
3742,sad
3783,neutral
3785,neutral
3836,sad
3837,sad
3985,happy
4033,happy
4040,surprise
4064,sad
4098,neutral
414,fear
418,neutral
4200,surprise
4217,sad
4234,neutral
4296,sad
4308,fear
4316,surprise
4340,sad
4411,fear
4453,fear
4516,angry
452,happy
4523,fear
454,sad
4540,neutral
4547,angry
460,fear
4650,surprise
4821,happy
483,sad
4858,surprise
4901,happy
4917,neutral
4975,surprise
4979,sad
4986,fear
500,neutral
5023,surprise
504,sad
507,surprise
5074,neutral
5097,sad
5117,angry
5184,sad
5222,surprise
5253,surprise
5263,fear
5283,sad
5360,sad
538,sad
546,sad
5472,sad
5514,neutral
5567,neutral
5622,fear
5638,neutral
5654,sad
5717,sad
5736,surprise
5809,fear
5858,sad
5957,angry
5961,happy
5989,happy
5992,neutral
6035,neutral
6037,surprise
6054,sad
6059,neutral
6062,fear
6064,fear
6091,fear
6106,neutral
6152,sad
6153,sad
6176,sad
6179,fear
6214,fear
6311,angry
6345,neutral
6346,neutral
6366,surprise
6469,happy
6495,sad
6515,angry
6608,fear
6732,surprise
6747,fear
6808,fear
6814,sad
6876,sad
689,sad
6902,happy
6909,fear
6973,fear
6988,neutral
7027,neutral
7038,neutral
7102,happy
712,happy
7129,surprise
7146,sad
7150,disgust
7158,neutral
7182,surprise
7270,sad
7271,neutral
729,sad
73,fear
7302,surprise
7305,sad
7350,neutral
7394,neutral
741,neutral
7517,sad
7542,surprise
7580,neutral
7681,surprise
7684,neutral
7748,angry
7749,sad
7756,sad
7786,fear
7819,sad
7846,sad
7875,sad
7894,sad
794,neutral
7980,angry
8035,fear
8040,fear
8043,happy
8067,happy
8119,sad
8163,neutral
8177,happy
8178,sad
8239,surprise
8350,surprise
8433,sad
8454,neutral
8474,angry
8481,sad
85,sad
8556,sad
859,happy
8611,happy
8637,fear
8645,surprise
8672,sad
872,neutral
8754,happy
8795,happy
8797,sad
8818,surprise
886,angry
9037,surprise
9040,angry
9101,sad
911,angry
9179,sad
9205,neutral
9232,neutral
9251,fear
9261,neutral
9281,sad
9302,sad
9333,neutral
9369,surprise
9370,angry
9474,sad
949,sad
9602,angry
9606,fear
9842,angry
9898,angry
10019,sad
10023,angry
10074,happy
10096,happy
10106,happy
10126,sad
10138,happy
10141,surprise
1020,happy
10218,happy
10237,happy
10248,happy
10257,happy
1027,happy
10273,neutral
10276,happy
10312,happy
10317,happy
10344,happy
10362,happy
10367,happy
10370,happy
10432,happy
10456,surprise
10467,happy
10468,happy
10480,sad
10528,happy
10540,happy
10552,happy
1056,sad
10571,surprise
1058,happy
10622,happy
10638,sad
10640,happy
10644,sad
10647,sad
10683,happy
10703,sad
1074,happy
10770,sad
10773,happy
10792,sad
1081,happy
10811,happy
10841,happy
10879,happy
10903,happy
10935,happy
10956,happy
10992,happy
11019,happy
1111,surprise
11150,happy
11208,happy
1121,happy
11236,angry
1130,fear
11345,happy
11349,happy
11392,happy
1141,happy
11500,happy
11508,neutral
11516,happy
1152,happy
11530,happy
11549,happy
11552,happy
11558,happy
11573,surprise
11575,happy
11588,sad
1159,happy
11594,happy
11604,angry
11614,happy
11637,neutral
11646,happy
11658,happy
11717,happy
11733,happy
11763,happy
11766,happy
11772,happy
11785,happy
11793,neutral
11808,happy
11814,happy
11819,happy
11835,fear
11842,happy
11850,happy
11885,happy
11927,happy
12011,happy
1202,sad
12024,happy
12098,happy
12120,happy
12129,neutral
12141,happy
12191,happy
12239,happy
12257,happy
12284,happy
12321,happy
12329,happy
12349,surprise
12359,happy
12376,happy
12379,neutral
12381,surprise
12410,happy
1246,happy
12487,happy
12492,angry
12497,surprise
12557,happy
12560,happy
12581,happy
12600,happy
12611,happy
12672,happy
12705,sad
12725,happy
12729,fear
12772,happy
12776,happy
12789,happy
12861,happy
12904,happy
12936,happy
12951,happy
12956,happy
12957,happy
13037,surprise
13073,happy
1309,happy
13105,happy
13108,sad
13127,neutral
13139,happy
13151,sad
1316,happy
13204,happy
13228,happy
13283,happy
13317,surprise
